Name,NSamples,minBookDepth,p25BookDepth,p50BookDepth,p75BookDepth,p90BookDepth,p99BookDepth,p999BookDepth,p9999BookDepth,maxBookDepth
PMD,1366,0,0,0,0,110,439,16584575,19657070,19998459
PME,1447,0,1,8,24,68,1350,17588709,19758638,19999742
PMF,1434,0,0,0,0,219,503,12830729,19281581,19998343
PMFG,8190,0,0,0,6,25,340,16657569,19665315,19999509
PML,1939,0,0,0,9,186,421,478,478,478
PMM,4235,0,0,0,0,2,201,293,3156,3156
PMO,1478,0,0,0,0,224,411,426,426,426
PMR,5346,0,0,0,3,6,1063,1094039,9105973,9996188
PMT,26983,0,0,1,3,6,159,663,747,889
PMX,571,0,0,3,131,308,447,12400,13509,13633
PN,1022,0,0,0,5,283,438,17444462,19743232,19998651
PNBK,622,0,1,4,39,66,17696716,19769513,19976792,19999824
PNC,389842,0,1,4,9,16,34,557,1769,8323
PNC+,1635,0,0,14,120,453,774,868,1041,1041
PNC-P,591,0,0,0,2,344,781,781,781,781
PNC-Q,1030,0,0,0,3,163,839,864,864,864
PNF,305,0,0,2,196,263,377,392,392,392
PNFP,19050,0,0,1,7,26,1020,1794,17616089,19996304
PNI,239,0,0,92,254,334,493,788,788,788
PNK,111643,0,0,1,4,10,20,634,1196,9997868
PNM,67025,0,0,1,5,7,40,1023,1625565,9996929
PNNT,53274,0,0,0,1,6,227,1634182,18162691,19999193
PNQI,27132,0,0,0,2,8,436,1423,16119625,19993372
PNR,179633,0,0,2,6,11,36,1263,1829,9993763
PNRA,78635,0,0,9,41,143,1371,3704,17320082,19982704
PNRG,676,0,125,780,1960,1977151,18191436,19812865,19975008,19993024
PNTA,148,0,78,220,556,674,1342,1342,1342,1342
PNTR,3868,0,0,0,12,66,257,10331887,19032264,19998973
PNW,229114,0,1,4,9,18,49,1347,1856,77165
PNX,4519,0,0,8,79,767,6200512,9614382,9955769,9993701
PNY,52015,0,0,0,4,9,277,1225,1387,19995975
PODD,72684,0,0,1,5,18,267,890,10915146,19997023
POL,89227,0,0,1,5,11,31,1033,1752,1752
POM,97551,0,0,2,5,9,16,536,559,1288
POOL,32320,0,0,1,12,40,1661,1986,16763545,19993723
POPE,336,0,116,546,1738,8799966,18874200,19881624,19982366,19993560
POR,95215,0,0,0,4,7,23,1142,1183,3310
POST,62918,0,0,1,3,7,71,1381,9514046,19995288
POT,746775,0,1,3,5,6,14,59,1079,19996289
POWI,44285,0,0,2,17,46,1077,1735,15568467,19994683
POWL,15797,0,0,5,30,70,1122,258623,18021356,19994993
POWR,7525,0,0,0,3,51,362,4953524,18494487,19999039
POZN,18510,0,0,0,2,8,209,1494576,18148843,19999318
PPA,11386,0,0,0,1,5,994,14305942,19427473,19996532
PPBI,6954,0,0,0,11,107,443,11308795,19129481,19998447
PPC,154948,0,0,1,4,11,193,1120,13801824,19997385
PPG,207008,0,1,7,15,28,142,566545,18026473,19966466
PPH,84145,0,0,0,0,3,7,558,1348,1350
PPHM,9591,0,0,0,3,36,2370,16906798,19690569,19999877
PPHMP,205,0,0,30,397,545,932,15898655,19587182,19997019
PPL,517896,0,0,1,4,8,14,256,755,19996423
PPLT,8220,0,0,0,1,20,974,2405,5016,5090
PPO,18655,0,0,1,8,24,1258,1585,16887748,19995427
PPP,36733,0,0,0,1,3,32,118,233,436
PPR,2644,0,0,0,1,15,142,150,283,283
PPS,49579,0,0,0,4,12,353,1556,4344,5498
PPS-A,50,0,0,120,411,2112,2446,2446,2446,2446
PPSI,298,0,10,68,233,336,15033853,19502521,19949388,19999040
PPT,7047,0,0,0,0,1,113,152,265,265
PPX,452,0,0,6,8,533,1434,1434,1434,1434
PQ,22621,0,0,0,1,4,90,488,488,488
PRA,26761,0,0,2,7,18,336,1194,16652002,19995546
PRAA,46680,0,0,1,5,10,841,3373,15753388,19994877
PRAH,15963,0,0,1,29,75,751,4040444,18401610,19997296
PRAN,2097,0,0,5,42,146,1838,15806926,19580553,19999845
PRB,1265,0,0,0,0,100,758,13806,27447,28963
PRCP,3303,0,0,0,14,135,925,17357364,19734806,19998967
PRE,79101,0,1,6,25,62,361,13789683,19368703,19988595
PRE-D,196,0,0,399,696,975,1377,1377,1377,1377
PRE-E,543,0,0,0,0,440,4488936,18446259,19841991,19997073
PRE-F,231,0,0,152,607,693,13399945,19337704,19931480,19997456
PRF,57886,0,0,4,120,123,133,1762,2276,5145
PRFT,35050,0,0,3,17,19,227,708,17078336,19998173
PRFZ,47161,0,0,1,3,10,115,1993,14099464,19990238
PRGN,2574,0,0,1,32,54,4000,17660422,19765876,19999816
PRGNL,118,0,0,84,443,477,16066279,19605092,19958973,19998294
PRGO,134379,0,3,17,42,90,192,1211,3117,9984724
PRGS,40758,0,0,3,14,18,450,823,16454616,19997453
PRGX,13510,0,0,0,1,7,148,230,17298203,19999454
PRH,1088,0,0,0,0,2,750,851,851,851
PRI,39014,0,0,5,13,27,342,1699,13495909,19994987
PRIM,41476,0,0,1,4,11,372,751,15851860,19998011
PRK,13485,0,0,24,48,89,2171,2424,8308304,9991685
PRKR,4429,0,0,0,25,300,2658,16457586,19645649,19999879
PRLB,25689,0,0,1,11,30,1661,2089,3130,3218
PRLS,346,0,0,4,66,192,291,8587,10295,10485
PRMW,4892,0,0,0,1,12,171,16087031,19608315,19999569
PRN,8626,0,0,0,2,4,1123,1660,8559125,9995414
PRO,14292,0,0,2,12,26,705,1355,8212398,9997571
PROV,3994,0,0,0,12,19,439,15007558,19499329,19998415
PRPH,698,0,0,6,39,44,476,17673737,19767192,19999799
PRQR,7252,0,0,0,15,132,574,703,1708,1708
PRSC,14772,0,0,1,19,36,1153,1539310,18150340,19996010
PRSS,1348,0,0,4,21,58,452,17304487,19730255,19999785
PRTA,17216,0,0,0,10,29,659,875797,18085597,19997798
PRTK,3205,0,0,77,268,733,1638,15068555,19504576,19997468
PRTO,642,0,9,70,121,302,11441521,19143179,19913345,19998919
PRTS,2004,0,0,0,18,66,3304125,18330139,19832741,19999697
PRU,459992,0,0,3,7,11,29,491,1612,6173
PRXI,1116,0,100,1200,1690,3348216,18338960,19838035,19987942,20004599
PRXL,107040,0,0,3,16,39,113,1711,8107183,19993940
PRY,122,0,0,39,521,648,691,691,691,691
PSA,110947,0,3,15,62,156,363,4296,178000,220744
PSA-A,895,0,0,0,2,242,1530,1614,1614,1614
PSA-O,96,0,20,331,710,907,1151,1151,1151,1151
PSA-P,158,0,58,305,682,914,989,1160,1160,1160
PSA-Q,696,0,0,0,0,326,902,1214,1214,1214
PSA-R,878,0,0,0,0,180,935,1183,1183,1183
PSA-S,279,0,0,0,611,705,759,1006,1006,1006
PSA-T,589,0,0,7,7,574,680,680,680,680
PSA-U,177,0,0,0,460,698,782,782,782,782
PSA-V,858,0,0,0,0,246,864,864,864,864
PSA-W,527,0,0,0,0,463,630,630,630,630
PSA-X,270,0,0,0,218,462,942,1101,1101,1101
PSA-Y,1270,0,0,0,0,0,941,1034,1208,1208
PSA-Z,412,0,0,0,0,331,925,1155,1155,1155
PSAU,22848,0,7,27,82,83,470,1472,17143095,19998112
PSB,29544,0,0,2,13,33,807,2641,4244,6063
PSB-R,132,0,78,310,644,766,994,1163,1163,1163
PSB-S,168,0,0,530,843,1397,1397,1397,1397,1397
PSB-T,128,0,0,0,513,746,969,969,969,969
PSB-U,222,0,0,0,223,646,1009,1294,1294,1294
PSB-V,956,0,0,0,0,0,846,1313,1313,1313
PSBH,1196,0,0,0,0,47,208,8042609,18803409,19999054
PSCC,26814,0,0,4,8,12,106,1743,14634696,19994747
PSCD,25765,0,1,3,6,8,350,3062,13556902,19994899
PSCE,53078,0,0,4,9,29,179,815,14412293,19997300
PSCF,21093,0,1,4,7,11,259,3619,16984031,19995954
PSCH,22755,0,0,7,23,65,416,2010,17151129,19993930
PSCI,18246,0,1,9,18,47,369,1521,17715721,19995374
PSCM,18138,0,3,12,41,47,325,1201,17729754,19995982
PSCT,25124,0,0,4,10,18,196,1811,15809864,19995132
PSCU,21091,0,1,2,4,14,352,2900,14725585,19995949
PSDV,3591,0,0,0,5,97,412,16010686,19600719,19999612
PSEC,42868,0,0,1,4,27,375,1175,16427881,19999174
PSEM,21625,0,0,4,13,18,402,1504,17836720,19998520
PSF,378,0,0,0,5,647,988,17477820,19744888,19996785
PSG,4602,0,0,0,10,17,554,1059,1702,1702
PSI,7889,0,0,1,1,4,639,1327,8683641,9997487
PSIX,13496,0,0,1,29,53,1309,5007022,18496491,19995321
PSJ,7887,0,0,0,2,6,964,1438,8682767,9996097
PSK,2818,0,18,28,46,58,1230,6476240,9643426,9995336
PSL,5624,0,1,16,33,37,1402,631034,9058527,9994916
PSLV,5746,0,0,0,2,6,166,2820898,9281475,9999317
PSMT,27185,0,0,2,29,80,2157,4314,17727850,19991768
PSO,60085,0,0,1,3,4,8,572,738,19997943
PSP,11676,0,0,2,4,6,185,443,8540290,9998900
PSQ,406479,0,0,0,2,34,98,106,1204,1837
PSR,5530,0,1,44,49,55,2140,2730,2730,2730
PST,18429,0,1,2,3,5,12,652,837,1332
PSTB,6660,0,0,0,8,76,211,13341206,19333501,19999312
PSTI,20300,0,0,0,3,7,95,1471,17100453,19999683
PSTR,2130,0,0,15,41,56,2964227,18296226,19829426,19999782
PSUN,10285,0,0,0,5,27,116,12655235,19265278,19999728
PSX,479815,0,0,1,6,13,37,564,1587,3263
PSXP,12393,0,0,0,9,34,1781,2166,2166,2166
PT,141305,0,0,0,0,100,100,2131,2392,5056
PTBI,213,0,0,1,86,97,5803443,18580014,19857672,19999634
PTBIW,212,0,351,795,2251,3050,12935358,19293894,19929748,20000399
PTC,129117,0,0,3,6,11,55,710,7090340,19996650
PTCT,23803,0,0,0,5,38,1559,14707765,19465880,19994560
PTEN,520266,0,0,1,3,9,21,337,1720,19998223
PTF,6758,0,0,0,3,7,1014,1403,8870864,9996208
PTH,11149,0,0,0,2,8,1354,1999,8138219,9994420
PTIE,3840,0,0,0,3,49,376,15734241,19573242,19999798
PTLA,36913,0,0,0,1,14,796,4936550,18491154,19997222
PTM,7410,0,4,76,99,132,355,800,8940595,9998476
PTN,3581,0,0,0,0,861,2084,8066273,18806530,19999892
PTNR,4405,0,0,0,3,23,426,13708493,19370556,19999675
PTNT,2939,0,0,0,26,35,140,17551202,19754870,19999723
PTP,16582,0,0,4,10,21,1334,4790,29233,34707
PTR,16681,0,1,15,27,41,1230,3907,8138493,9988966
PTRY,11133,0,0,0,5,10,1033,6086110,18605301,19996323
PTSI,9591,0,0,1,52,373,1645,12006302,19195839,19994677
PTX,13565,0,0,0,1,8,243,6438132,18643089,19999196
PTY,1140,0,0,0,54,379,471,14300208,19428489,19998299
PUI,7113,0,0,0,1,3,601,1151,8812951,9997571
PUK,100565,0,0,1,3,6,22,516,1383,1398
PUK-,194,0,80,484,649,857,1465,1465,1465,1465
PUK-A,690,0,0,0,0,627,992,1168,1168,1168
PULB,1180,0,0,7,159,379,17377395,19736664,19972590,19998805
PUW,4017,0,0,0,3,6,695,848,1016,1016
PVA,167831,0,0,0,4,12,34,147,166,19999494
PVCT,875,0,0,10,34,700,1510,5049,5364,5400
PVG,62080,0,0,0,1,2,39,195,6207680,19999314
PVH,189720,0,1,5,12,22,79,2207,11372153,19988808
PVI,304,0,2,32,176,696,699,700,700,700
PVTB,88447,0,0,1,5,15,77,914,8945471,19996831
PVTBP,205,0,0,60,186,754,13166573,19314194,19928957,19997264
PVTD,148,0,0,240,612,953,5202814,18517216,19848657,19996595
PW,639,0,0,67,247,285,14444173,19443552,19943490,19999039
PW-A,86,0,0,78,536,920,17131292,19710232,19968126,19996781
PWB,16268,0,0,0,1,3,309,873,17286832,19997094
PWC,133553,0,32,37,42,46,55,609,2253,9992806
PWE,37407,0,0,0,1,3,38,86,4958,5869
PWOD,3646,0,0,37,279,769,6498144,18645580,19860324,19995296
PWR,306874,0,0,2,7,11,24,455,1194,19997181
PWRD,19968,0,0,1,5,8,529,1851635,18183457,19998104
PWV,18927,0,0,0,1,3,142,650,664,664
PWX,575,0,17,167,518,5628070,18561133,19854440,19983770,19998141
PWZ,509,0,0,0,110,728,1520511,9149694,9912613,9997382
PX,263490,0,1,5,10,17,49,1044,3521,9987874
PXD,345494,0,3,11,30,64,173,2120,3351,141871
PXE,27066,0,0,0,1,4,112,822,5489722,9997208
PXF,9399,0,0,2,7,20,747,984,8822188,9996007
PXH,9794,0,0,1,4,6,367,563,10207498,19998138
PXI,36114,0,0,0,1,3,79,903,3982240,9995556
PXJ,20963,0,0,0,1,2,106,488,7379736,9998376
PXLC,10747,0,0,0,1,4,255,3563,8206513,9996083
PXLG,10903,0,0,0,0,2,429,1002,8181140,9996821
PXLV,9949,0,0,0,1,61,529,1135,8340188,9997034
PXLW,11577,0,0,0,6,38,345,4567737,18456295,19999469
PXMC,2467,0,0,1,3,11,1142,5888105,9585319,9996121
PXMG,3314,0,0,0,2,12,914,4478023,9444978,9996862
PXMV,4444,0,0,0,2,6,748,2596343,9257230,9997329
PXQ,14775,0,0,0,1,2,215,1168,8151360,9996703
PXR,1654,0,0,0,4,10,2209,7242129,9721004,9996435
PXSC,3264,0,0,1,4,9,968,4561144,9453004,9996545
PXSG,3405,0,0,0,6,8,679,4326795,9430511,9997591
PXSV,2988,0,0,0,3,7,723,5021248,9499898,9997526
PYB,104,0,0,77,535,897,996,996,996,996
PYN,734,0,0,0,0,123,291,294,294,294
PYS,112,0,0,73,498,763,915,1071,1071,1071
PYT,69,0,0,59,374,530,722,722,722,722
PYZ,13034,0,0,0,1,3,330,1561,7824682,9994800
PZA,861,0,0,1,175,509,7702078,18767877,19874457,19997411
PZB,52,0,0,0,507,901,908,908,908,908
PZC,1088,0,0,0,0,81,325,329,329,329
PZD,1898,0,0,1,17,45,1482,6836319,9681092,9997178
PZE,1837,0,0,0,4,39,140,483,506,506
PZG,21499,0,0,1,2,3,838,1913,3899,4327
PZI,2803,0,0,0,1,8,460,5329840,9531583,9998444
PZN,1708,0,0,2,20,82,4705673,11989822,12718237,12799172
PZT,421,0,0,0,186,692,2986100,9296374,9927401,9997516
PZZA,47837,0,0,4,11,38,1177,2310,16316050,19993750
Q,27814,0,0,1,6,24,471,1392,6094628,19993933
QABA,6377,0,0,6,34,59,945,12028718,19199843,19996635
QADA,11277,0,0,0,12,19,536,2654846,18263716,19998035
QADB,1873,0,0,14,117,419,15070201,19504531,19947964,19997235
QAI,30481,0,4,34,36,43,221,675,6189948,9997041
QAT,4094,0,0,2,14,24,661,8304800,18828354,19997638
QAUS,1523,0,0,0,5,18,1412,4248,4248,4248
QBAK,476,0,0,18,35,72,14990592,19498898,19949728,19999821
QCAN,2011,0,0,0,6,133,1468,4624,4624,4624
QCCO,604,0,1,18,47,60,14248931,19424734,19942315,19999824
QCLN,63531,0,0,2,3,5,12,480,4120869,19998296
QCOM,909960,0,0,1,6,10,521,1962,6520447,19993759
QCRH,1120,0,92,442,2342,4117081,18410109,19839412,19982342,19998224
QDEF,15430,0,0,1,3,7,232,1055,7426986,9996456
QDEL,25286,0,0,3,13,20,660,1444,16838055,19997643
QDEM,1880,0,0,0,8,187,1403,3949,3949,3949
QDEU,332,0,0,62,148,818,4369,4369,4369,4369
QDF,29660,0,0,0,3,8,17,713,1049,1053
QDXU,2603,0,0,1,14,116,1290,1418,3412,3412
QDYN,8548,0,0,0,0,0,489,1035,8573007,9996457
QEFA,1871,0,0,1,1,230,1653,4438,4438,4438
QEH,770,0,0,1,1,651,832,837,837,837
QEM,1856,0,0,1,1,266,1514,4191,4191,4191
QEMM,814,0,0,1,1,441,1628,4402,4402,4402
QEP,358061,0,0,1,4,9,20,287,611,19997876
QEPM,6335,0,0,2,10,115,845,1287,1287,1287
QESP,456,0,0,115,153,282,3010,3960,3960,3960
QGBR,648,0,0,0,6,22,1551,4444,4444,4444
QGEN,98052,0,0,1,3,6,21,459,11087144,19997717
QID,872158,0,0,0,2,7,19,36,1158,45989
QIHU,135544,0,0,1,6,11,57,1678,641225,19994125
QINC,22000,0,0,1,2,3,11,612,1947,1947
QIWI,36048,0,0,2,10,17,560,2687,16722138,19998099
QJPN,338,0,0,120,227,903,4864,4865,4865,4865
QKLS,316,0,7,29,171,7105184,18710313,19870826,19986877,19999772
QKOR,1818,0,0,2,4,4,641,2233,2235,2235
QLD,559040,0,0,2,8,20,49,741,3790,19986854
QLGC,79418,0,0,0,3,9,130,445,10074555,19998657
QLIK,202898,0,0,3,8,11,40,818,1559119,19997185
QLTA,653,0,0,0,20,1086,1876,4816,4816,4816
QLTB,1570,0,0,0,0,25,1516,4914,4914,4914
QLTC,239,0,155,575,1233,1454,14023091,19397943,19935428,19995149
QLTI,18563,0,1,2,3,4,129,360,16906569,19999561
QLTY,11535,0,0,0,2,10,251,8467513,18845963,19999125
QLYS,37149,0,0,0,5,30,483,1106,14691536,19996202
QMEX,7154,0,0,2,3,4,61,618,2101,2101
QMN,891,0,0,2,51,124,743,924,924,924
QNST,10229,0,0,1,7,20,154,9773297,18976850,19999468
QPACU,6877,0,1,3,6,7,7,280,13124063,19999000
QQEW,107628,0,0,2,4,6,19,765,4627455,19995851
QQQ,3485358,0,0,0,1,5,12,748,3195,19989873
QQQC,3997,0,1,10,29,53,616,15003345,19498350,19997796
QQQE,6237,0,0,1,8,13,1699,3649,5436,5635
QQQX,57080,0,2,4,16,22,38,559,5733030,19998124
QQXT,53170,0,0,1,2,4,10,1145,13352731,19995986
QRHC,1158,0,0,1,15,38,4563830,18456266,19845510,19999871
QRM,3792,0,1,19,37,56,377,1095,8388,9181
QRVO,65504,0,0,3,22,39,1550,2775,16356175,19993126
QSII,81281,0,0,4,10,16,164,554,9841599,19998342
QSR,54019,0,0,1,3,5,36,751,820,835
QTEC,86814,0,0,1,3,5,25,819,9149068,19995858
QTM,13184,0,0,0,1,2,46,1170413,18116894,19999837
QTNT,1472,0,0,65,149,404,599,17734531,19772012,19998399
QTNTW,403,0,37,126,243,2093293,18208699,19820239,19981393,19999300
QTS,8202,0,0,2,20,32,1074,1477,2964,2964
QTWN,3824,0,0,2,4,4,1261,1597,4444,4444
QTWO,3415,0,0,1,11,17,528,834,834,834
QTWW,2887,0,0,2,18,72,1201,17113500,19711117,19999742
QUAD,17210,0,0,1,4,12,202,1023,15696993,19997984
QUAL,5902,0,0,0,2,11,1168,168151,9011283,9993854
QUIK,6812,0,0,0,3,24,257,6379318,18637683,19999724
QUMU,2536,0,0,21,112,403,11103157,19108984,19909567,19998521
QUNR,25179,0,0,1,8,20,784,1283,17200528,19997088
QURE,9621,0,0,0,11,25,613,762719,18074102,19997589
QVAL,3199,0,0,0,1,1,670,752,821,821
QVCA,214537,0,0,1,6,10,39,582,2300,19997225
QVCB,9646,0,0,0,24,243,783,9283579,18925794,19997152
QWLD,3030,0,0,1,1,147,1729,1914,4700,4700
QXUS,2634,0,1,13,32,43,1373,1605,3974,3974
QYLD,15698,0,17,31,36,43,136,714,12151540,19997660
R,136142,0,1,4,9,20,74,1718,15530907,19991586
RAD,152400,0,0,0,1,5,41,170,330,19999298
RADA,2139,0,0,3,21,107,760,16944845,19694267,19999759
RAI,265104,0,0,3,6,10,38,1051,1461,3833
RAIL,18235,0,0,1,14,40,666,2814,17393544,19997578
RALS,2050,0,12,24,39,84,1185,6582183,9654310,9995658
RALY,13177,0,0,0,3,14,338,596,8352704,9998810
RAND,663,0,0,6,39,107,3429071,18342529,19833874,19999580
RARE,18408,0,0,0,6,38,1589,2597,17950082,19994324
RAS,13453,0,0,0,1,6,197,224,6550128,19999284
RAS-A,104,0,0,23,433,624,926,926,926,926
RAS-B,64,0,0,1,75,577,965,965,965,965
RAS-C,72,0,3,452,618,727,727,727,727,727
RATE,43616,0,0,1,3,6,101,629,5639869,9998739
RAVE,7509,0,0,0,9,81,381,10615409,19060375,19998705
RAVI,468,0,0,0,0,302,1812,2109,2109,2109
RAVN,37728,0,0,1,11,18,377,1604,14610042,19997823
RAX,118618,0,0,1,3,6,45,924,1503,3100
RBA,171508,0,1,2,4,5,8,499,1274,19997447
RBC,66087,0,0,4,9,19,297,3829,16920996,19992960
RBCAA,6229,0,0,11,21,110,651,12214249,19219291,19997630
RBCN,16969,0,0,0,4,10,129,5862575,18585869,19999569
RBL,6437,0,0,0,12,21,399,452,673,673
RBPAA,483,0,0,5,50,182,16669614,19666762,19966477,19999779
RBS,38754,0,0,0,2,3,10,304,1450,5002
RBS-E,350,0,0,2,405,546,873,873,873,873
RBS-F,128,0,67,236,639,729,1245,1547,1547,1547
RBS-G,774,0,0,0,0,364,660,17418449,19739576,19997479
RBS-H,144,0,0,66,462,718,1219,1514,1514,1514
RBS-I,608,0,0,0,0,145,680,680,680,680
RBS-L,630,0,0,0,0,427,734,734,734,734
RBS-M,250,0,0,162,627,684,767,767,767,767
RBS-N,410,0,0,0,30,630,770,770,770,770
RBS-P,2490,0,0,0,0,0,561,937,1098,1098
RBS-Q,1459,0,0,0,0,0,530,903,903,903
RBS-R,406,0,0,0,0,282,683,1105,1105,1105
RBS-S,1302,0,0,0,0,0,714,866,866,866
RBS-T,819,0,0,0,0,597,750,750,750,750
RBY,9646,0,0,0,0,2,1667,3113,8755,9270
RCAP,25078,0,0,1,7,12,181,288,13731415,19999051
RCD,8545,0,0,1,4,8,1531,2651,8569170,9991400
RCG,3712,0,0,0,1,40,1504,14290556,19428926,19999857
RCI,368688,0,1,2,4,5,13,23,1051,19996420
RCII,128164,0,0,0,3,10,105,1027,7185546,19996499
RCKY,5085,0,0,0,12,108,453,14647693,19463524,19998617
RCL,386490,0,0,3,8,13,36,482,1593,5825
RCMT,1607,0,0,5,40,140,322,17527681,19752121,19999282
RCON,2105,0,0,5,16,49,3180,17995582,19799401,19999826
RCPI,4783,0,4,13,135,578,13754803,19382718,19945509,20008042
RCPT,46808,0,0,12,53,141,2888,3285268,18318833,19989230
RCS,589,0,0,0,8,164,273,273,273,273
RDC,307071,0,0,1,5,11,26,248,582,994
RDCM,4607,0,0,3,9,71,322,13857982,19384647,19998721
RDEN,43583,0,0,2,10,17,401,1398,14552386,19998487
RDHL,1660,0,0,3,63,166,8145201,18813149,19879944,19998477
RDI,7867,0,0,0,7,12,335,6891192,18688024,19998784
RDIB,1008,0,0,219,387,434,10401567,19038715,19902430,19998399
RDIV,3998,0,0,8,14,16,860,5003461,9497580,9996927
RDN,141643,0,0,0,5,8,14,440,573,19998407
RDNT,17693,0,0,0,4,9,224,549,11155266,19999202
RDS.A,380415,0,0,1,3,7,19,376,1826,3026
RDS.B,351895,0,0,2,7,21,75,326,1879,6433
RDUS,18605,0,0,0,13,51,1324,3968,16276033,19995213
RDVY,9018,0,0,3,21,23,426,1018,17744090,19997776
RDWR,51347,0,0,1,5,17,313,703,15720595,19998018
RDY,17792,0,0,2,6,11,895,1581,7773189,9994955
RE,46738,0,0,10,27,63,660,5393377,18523824,19982763
RECN,35850,0,0,3,11,14,469,686,16414490,19998287
REDF,2979,0,0,1,16,56,2508,17163404,19716170,19999811
REE,21563,0,39,127,225,305,761,2793,16084279,20004782
REED,1146,0,0,0,16,129,361,8567736,9856269,9999440
REET,1444,0,0,0,3,19,893,2295,2295,2295
REFR,871,0,4,22,122,148,2584285,18257943,19825309,19999461
REG,79784,0,0,3,7,15,215,1784,61317,75350
REG-F,102,0,0,563,654,701,989,989,989,989
REG-G,70,0,0,2,465,531,864,864,864,864
REGI,22210,0,0,0,6,9,316,4351,17778777,19999125
REGN,158749,0,7,32,81,216,3000,16419440,19604765,19958690
REI,5137,0,0,0,6,63,288,1008,1008,1008
REIS,8566,0,0,0,15,123,677,11434811,19141386,19997673
REK,1437,0,0,1,8,126,1053,17945899,19792827,19998042
RELL,5033,0,0,5,14,19,262,12811186,19280260,19999046
RELV,502,0,4,23,170,1664,14717018,19471589,19947046,19999875
REM,26263,0,0,0,1,1,87,246,1063,1543
REMX,3621,0,1,11,29,62,727,3967060,9394534,9997587
REMY,23090,0,0,2,9,18,434,704,17112621,19997838
REN,6489,0,0,5,100,1462,2391,1464780,18148277,20001999
RENN,5636,0,0,0,1,13,76,432,14365183,19999686
RENT,20697,0,0,1,31,58,2077,2612,17923936,19992325
REPH,4570,0,0,6,17,31,92,879,17715290,19999683
RES,112785,0,0,0,1,5,62,341,446,1028
RESI,17760,0,0,1,3,8,445,638,17461914,19998194
RESN,7405,0,0,0,8,101,408,1492006,18147723,19998359
RETL,3723,0,0,3,36,578,3062,3273,4271,4271
REV,4535,0,0,14,31,107,1106,4332649,9430284,9996688
REW,19570,0,0,0,11,176,1660,2808,7550486,9994060
REX,21174,0,0,1,20,42,1114,1869,16467052,19994136
REXI,10854,0,0,3,12,61,245,4497962,18448995,19999110
REXR,17730,0,0,0,1,2,430,806,11136331,19998410
REXX,122832,0,0,0,2,7,48,617,7719725,19999624
REZ,20645,0,0,2,4,6,348,1891,2133,2133
RF,215697,0,0,0,2,5,12,180,312,19999121
RF-A,253,0,0,0,279,713,844,844,844,844
RF-B,951,0,0,0,0,76,1337,1337,1337,1337
RFG,11506,0,1,8,18,26,1978,1152249,9104207,9987758
RFI,3698,0,0,0,7,15,400,498,498,498
RFIL,2866,0,0,2,9,104,263,850,17134360,19999584
RFP,79428,0,0,2,3,4,15,496,856,1577
RFT,100,0,0,73,510,557,947,1101,1101,1101
RFTA,66,0,0,0,450,683,971,971,971,971
RFV,14646,0,0,3,10,16,401,1626,8165965,9994859
RGA,48554,0,0,3,30,51,478,2836,8715345,9991336
RGC,52134,0,0,0,1,6,139,517,934,1937
RGCO,697,0,73,258,646,727,13663691,19364354,19934421,19997762
RGDO,8234,0,0,0,4,14,1169,14854943,19485381,19999875
RGDX,1738,0,250,901,1280,1639,14892490,19492848,19952883,20003999
RGEN,32956,0,0,0,3,17,596,940,15879623,19997599
RGI,8174,0,0,3,11,18,2108,2702,8630845,9991314
RGLD,138874,0,0,3,10,25,469,4624,17244498,19992801
RGLS,37387,0,0,0,2,12,538,1460,15845490,19998186
RGP,143402,0,0,0,2,6,24,727,857,9997401
RGR,19347,0,0,1,11,22,1051,1678,7579756,9995940
RGRA,2223,0,0,29,101,526,1145,1199,17774954,19997074
RGRC,9961,0,0,0,0,3,538,1146,17508042,19997338
RGRE,4239,0,0,0,33,105,955,1448,15760772,19998367
RGRI,308,0,0,0,19,517,1884,16919017,19690036,19997928
RGRO,24,0,0,0,153,8000460,18794332,19873720,19981658,19993652
RGRP,1896,0,0,8,66,449,1616,1044646,18102846,19998202
RGS,40606,0,0,1,3,6,167,641,806,900
RGSE,4962,0,1,11,130,1290,17007236,19705672,19975516,20005499
RGT,1215,0,0,0,0,0,281,300,367,367
RH,46304,0,0,13,63,120,335,2546,2754,19991041
RHI,152277,0,0,3,7,12,35,1167,3842,62167
RHP,72361,0,0,4,8,17,73,1591,1892,2874
RHS,16235,0,0,0,2,5,601,2195,7287896,9989549
RHT,244020,0,1,5,9,15,47,1041,1368,193583
RIBT,709,0,0,2,41,113,2279384,18227570,19822388,19999591
RIBTW,126,0,0,210,1295,2415,17709565,19770856,19976985,19999889
RIC,20508,0,0,1,2,4,84,104,6583475,9999645
RICE,69341,0,0,2,6,10,122,371,818,198131
RICK,4211,0,0,0,3,29,408,15789282,19578049,19999024
RIF,3412,0,0,20,29,35,646,692,888,888
RIG,294653,0,0,1,4,9,21,333,1507,15917
RIGL,10819,0,0,0,3,13,81,9183608,18918171,19999790
RIGP,3310,0,0,0,7,57,829,1581,1701,1701
RIGS,823,0,0,2,9,319,1989,15884034,19586143,19997489
RINF,228,0,0,66,421,700,735,2719,2719,2719
RING,892,0,0,12,154,211,291,11081597,19107132,19998859
RIO,399071,0,0,1,3,8,18,53,1313,3052
RIOM,8617,0,0,0,1,3,78,94,132,132
RIT,2447,0,0,8,14,21,389,420,517,517
