#
# Starting bm_order_book_generate at Mon Feb 20 05:53:41 UTC 2017
# This file contains both environmental conditions and results
# The environmental conditions are printed on lines starting with #
# The results are on plain lines without a comment prefix
# 
# Most of the system configuration is logged at the end of the results
# 
# cpufreq-info(1) and cpufreq-set(1) are present
# WARNING: no cpupower driver (maybe a virtual machine?)
# WARNING: No cpupower(1) command found or no cpupower driver.
# WARNING: Benchmark will execute without changing the cpupower configuration.
# WARNING: This can result in unpredictable output
# Disabling RT scheduling limits, RT processes can take 100% of the CPU
# 
# uname_a: 
# Linux d8d14d2df8a5 4.4.0-51-generic #72~14.04.1-Ubuntu SMP Thu Nov 24 19:22:30 UTC 2016 x86_64 x86_64 x86_64 GNU/Linux
# 
# 
# compiler: 
# g++ (Ubuntu 5.4.0-6ubuntu1~16.04.4) 5.4.0 20160609
# Copyright (C) 2015 Free Software Foundation, Inc.
# This is free software; see the source for copying conditions.  There is NO
# warranty; not even for MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.
# 
# 
# 
# compiler_flags: 
# -DJB_SYSCONFDIR="/home/travis/build/coryan/jaybeams/build/staging/etc" -DJB_BINDIR="/home/travis/build/coryan/jaybeams/build/staging/bin" -pthread -I/usr/include -pthread -DBOOST_LOG_DYN_LINK -I/usr/include -D__CL_ENABLE_EXCEPTIONS -I/usr/include -O3 -Wall
# 
# 
# linker: 
# GNU ld (GNU Binutils for Ubuntu) 2.26.1
# Copyright (C) 2015 Free Software Foundation, Inc.
# This program is free software; you may redistribute it under the terms of
# the GNU General Public License version 3 or (at your option) a later version.
# This program has absolutely no warranty.
# 
# 
# gitrev: 
# a288e85609048a1d270f9d4890e1154c0cecc9a4
# 
# 
# libstdc++ GLIBCXX: 20160609
# 
# dynamically loaded libraries in the program
# 	linux-vdso.so.1 =>  (0x00007ffe1bf36000)
# 	libyaml-cpp.so.0.5 => /usr/lib/x86_64-linux-gnu/libyaml-cpp.so.0.5 (0x00007fa0a80b8000)
# 	libboost_log.so.1.58.0 => /usr/lib/x86_64-linux-gnu/libboost_log.so.1.58.0 (0x00007fa0a7ddf000)
# 	libboost_filesystem.so.1.58.0 => /usr/lib/x86_64-linux-gnu/libboost_filesystem.so.1.58.0 (0x00007fa0a7bc6000)
# 	libboost_system.so.1.58.0 => /usr/lib/x86_64-linux-gnu/libboost_system.so.1.58.0 (0x00007fa0a79c2000)
# 	libboost_thread.so.1.58.0 => /usr/lib/x86_64-linux-gnu/libboost_thread.so.1.58.0 (0x00007fa0a779c000)
# 	libboost_program_options.so.1.58.0 => /usr/lib/x86_64-linux-gnu/libboost_program_options.so.1.58.0 (0x00007fa0a751d000)
# 	libstdc++.so.6 => /usr/lib/x86_64-linux-gnu/libstdc++.so.6 (0x00007fa0a719b000)
# 	libm.so.6 => /lib/x86_64-linux-gnu/libm.so.6 (0x00007fa0a6e92000)
# 	libgcc_s.so.1 => /lib/x86_64-linux-gnu/libgcc_s.so.1 (0x00007fa0a6c7b000)
# 	libpthread.so.0 => /lib/x86_64-linux-gnu/libpthread.so.0 (0x00007fa0a6a5e000)
# 	libc.so.6 => /lib/x86_64-linux-gnu/libc.so.6 (0x00007fa0a6695000)
# 	librt.so.1 => /lib/x86_64-linux-gnu/librt.so.1 (0x00007fa0a648c000)
# 	/lib64/ld-linux-x86-64.so.2 (0x000055d68f212000)
# 
# dynamic libraries provided by the following packages
# /usr/lib/x86_64-linux-gnu/libyaml-cpp.so.0.5 :  libyaml-cpp0.5v5:amd64: /usr/lib/x86_64-linux-gnu/libyaml-cpp.so.0.5
# /usr/lib/x86_64-linux-gnu/libyaml-cpp.so.0.5 :  libyaml-cpp0.5v5 Version: 0.5.2-3
# /usr/lib/x86_64-linux-gnu/libboost_log.so.1.58.0 :  libboost-log1.58.0: /usr/lib/x86_64-linux-gnu/libboost_log.so.1.58.0
# /usr/lib/x86_64-linux-gnu/libboost_log.so.1.58.0 :  libboost-log1.58.0 Version: 1.58.0+dfsg-5ubuntu3.1 Version: 1.58.0+dfsg-5ubuntu3
# /usr/lib/x86_64-linux-gnu/libboost_filesystem.so.1.58.0 :  libboost-filesystem1.58.0:amd64: /usr/lib/x86_64-linux-gnu/libboost_filesystem.so.1.58.0
# /usr/lib/x86_64-linux-gnu/libboost_filesystem.so.1.58.0 :  libboost-filesystem1.58.0 Version: 1.58.0+dfsg-5ubuntu3.1 Version: 1.58.0+dfsg-5ubuntu3
# /usr/lib/x86_64-linux-gnu/libboost_system.so.1.58.0 :  libboost-system1.58.0:amd64: /usr/lib/x86_64-linux-gnu/libboost_system.so.1.58.0
# /usr/lib/x86_64-linux-gnu/libboost_system.so.1.58.0 :  libboost-system1.58.0 Version: 1.58.0+dfsg-5ubuntu3.1 Version: 1.58.0+dfsg-5ubuntu3
# /usr/lib/x86_64-linux-gnu/libboost_thread.so.1.58.0 :  libboost-thread1.58.0:amd64: /usr/lib/x86_64-linux-gnu/libboost_thread.so.1.58.0
# /usr/lib/x86_64-linux-gnu/libboost_thread.so.1.58.0 :  libboost-thread1.58.0 Version: 1.58.0+dfsg-5ubuntu3.1 Version: 1.58.0+dfsg-5ubuntu3
# /usr/lib/x86_64-linux-gnu/libboost_program_options.so.1.58.0 :  libboost-program-options1.58.0:amd64: /usr/lib/x86_64-linux-gnu/libboost_program_options.so.1.58.0
# /usr/lib/x86_64-linux-gnu/libboost_program_options.so.1.58.0 :  libboost-program-options1.58.0 Version: 1.58.0+dfsg-5ubuntu3.1 Version: 1.58.0+dfsg-5ubuntu3
# /usr/lib/x86_64-linux-gnu/libstdc++.so.6 :  libstdc++6:amd64: /usr/lib/x86_64-linux-gnu/libstdc++.so.6
# /usr/lib/x86_64-linux-gnu/libstdc++.so.6 :  libstdc++6 Version: 5.4.0-6ubuntu1~16.04.4 Version: 5.3.1-14ubuntu2
# /lib/x86_64-linux-gnu/libm.so.6 :  libc6:amd64: /lib/x86_64-linux-gnu/libm.so.6
# /lib/x86_64-linux-gnu/libm.so.6 :  libc6 Version: 2.23-0ubuntu5 Version: 2.23-0ubuntu3
# /lib/x86_64-linux-gnu/libgcc_s.so.1 :  libgcc1:amd64: /lib/x86_64-linux-gnu/libgcc_s.so.1
# /lib/x86_64-linux-gnu/libgcc_s.so.1 :  libgcc1 Version: 1:6.0.1-0ubuntu1
# /lib/x86_64-linux-gnu/libpthread.so.0 :  libc6:amd64: /lib/x86_64-linux-gnu/libpthread.so.0
# /lib/x86_64-linux-gnu/libpthread.so.0 :  libc6 Version: 2.23-0ubuntu5 Version: 2.23-0ubuntu3
# /lib/x86_64-linux-gnu/libc.so.6 :  libc6:amd64: /lib/x86_64-linux-gnu/libc.so.6
# /lib/x86_64-linux-gnu/libc.so.6 :  libc6 Version: 2.23-0ubuntu5 Version: 2.23-0ubuntu3
# /lib/x86_64-linux-gnu/librt.so.1 :  libc6:amd64: /lib/x86_64-linux-gnu/librt.so.1
# /lib/x86_64-linux-gnu/librt.so.1 :  libc6 Version: 2.23-0ubuntu5 Version: 2.23-0ubuntu3
# /lib64/ld-linux-x86-64.so.2 :  libc6:amd64: /lib64/ld-linux-x86-64.so.2
# /lib64/ld-linux-x86-64.so.2 :  libc6 Version: 2.23-0ubuntu5 Version: 2.23-0ubuntu3
# 
# libstdc++ version
# GLIBCXX_3.4.20
# GLIBCXX_3.4.21
# 
# glibc version via ldd version
# ldd (Ubuntu GLIBC 2.23-0ubuntu5) 2.23
# Copyright (C) 2016 Free Software Foundation, Inc.
# This is free software; see the source for copying conditions.  There is NO
# warranty; not even for MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.
# Written by Roland McGrath and Ulrich Drepper.
# 
# glibc version via libc.so --version
# GNU C Library (Ubuntu GLIBC 2.23-0ubuntu5) stable release version 2.23, by Roland McGrath et al.
# Copyright (C) 2016 Free Software Foundation, Inc.
# This is free software; see the source for copying conditions.
# There is NO warranty; not even for MERCHANTABILITY or FITNESS FOR A
# PARTICULAR PURPOSE.
# Compiled by GNU CC version 5.4.0 20160609.
# Available extensions:
# 	crypt add-on version 2.1 by Michael Glad and others
# 	GNU Libidn by Simon Josefsson
# 	Native POSIX Threads Library by Ulrich Drepper et al
# 	BIND-8.2.3-T5B
# libc ABIs: UNIQUE IFUNC
# For bug reporting instructions, please see:
# <https://bugs.launchpad.net/ubuntu/+source/glibc/+bugs>.
# 
# kernel version and platform
# Linux 4.4.0-62-generic #83-Ubuntu SMP Wed Jan 18 14:10:15 UTC 2017 x86_64 x86_64 x86_64 GNU/Linux
# 
# Memory and swap information
#               total        used        free      shared  buff/cache   available
# Mem:        7659276      168984     6588132        8924      902160     7198164
# Swap:             0           0           0
# 
# Processor count
# processor	: 0
# processor	: 1
# 
# Hardware details:
# computer
#     description: Computer
#     product: Google Compute Engine
#     vendor: Google
#     serial: [REMOVED]
#     width: 64 bits
#     capabilities: smbios-2.4 dmi-2.4 vsyscall32
#     configuration: boot=normal uuid=[REMOVED]
#   *-core
#        description: Motherboard
#        product: Google Compute Engine
#        vendor: Google
#        physical id: 0
#      *-firmware
#           description: BIOS
#           vendor: Google
#           physical id: 0
#           version: Google
#           date: 01/01/2011
#           size: 96KiB
#      *-cpu:0
#           description: CPU
#           product: Intel(R) Xeon(R) CPU @ 2.30GHz
#           vendor: Intel Corp.
#           physical id: 401
#           bus info: cpu@0
#           slot: CPU 1
#           size: 2GHz
#           capacity: 2GHz
#           width: 64 bits
#           capabilities: fpu fpu_exception wp vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp x86-64 constant_tsc rep_good nopl xtopology nonstop_tsc eagerfpu pni pclmulqdq ssse3 fma cx16 sse4_1 sse4_2 x2apic movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm abm fsgsbase tsc_adjust bmi1 avx2 smep bmi2 erms xsaveopt
#      *-cpu:1
#           description: CPU
#           vendor: Google
#           physical id: 402
#           bus info: cpu@1
#           slot: CPU 2
#           size: 2GHz
#           capacity: 2GHz
#      *-memory
#           description: System Memory
#           physical id: 1000
#           size: 7680MiB
#         *-bank
#              description: DIMM RAM
#              physical id: 0
#              slot: DIMM 0
#              size: 7680MiB
#              width: 64 bits
#      *-pci
#           description: Host bridge
#           product: 440FX - 82441FX PMC [Natoma]
#           vendor: Intel Corporation
#           physical id: 100
#           bus info: pci@0000:00:00.0
#           version: 02
#           width: 32 bits
#           clock: 33MHz
#         *-isa
#              description: ISA bridge
#              product: 82371AB/EB/MB PIIX4 ISA
#              vendor: Intel Corporation
#              physical id: 1
#              bus info: pci@0000:00:01.0
#              version: 03
#              width: 32 bits
#              clock: 33MHz
#              capabilities: isa
#              configuration: latency=0
#         *-bridge UNCLAIMED
#              description: Bridge
#              product: 82371AB/EB/MB PIIX4 ACPI
#              vendor: Intel Corporation
#              physical id: 1.3
#              bus info: pci@0000:00:01.3
#              version: 03
#              width: 32 bits
#              clock: 33MHz
#              capabilities: bridge
#              configuration: latency=0
#         *-generic
#              description: Non-VGA unclassified device
#              product: Virtio SCSI
#              vendor: Red Hat, Inc
#              physical id: 3
#              bus info: pci@0000:00:03.0
#              version: 00
#              width: 32 bits
#              clock: 33MHz
#              capabilities: msix bus_master cap_list
#              configuration: driver=virtio-pci latency=0
#              resources: irq:11 ioport:c000(size=64) memory:febfe000-febfe07f
#         *-network
#              description: Ethernet controller
#              product: Virtio network device
#              vendor: Red Hat, Inc
#              physical id: 4
#              bus info: pci@0000:00:04.0
#              version: 00
#              width: 32 bits
#              clock: 33MHz
#              capabilities: msix bus_master cap_list
#              configuration: driver=virtio-pci latency=0
#              resources: irq:10 ioport:c040(size=64) memory:febff000-febff07f
#      *-scsi
#           physical id: 1
#           logical name: scsi0
#         *-disk
#              description: SCSI Disk
#              product: PersistentDisk
#              vendor: Google
#              physical id: 0.1.0
#              bus info: scsi@0:0.1.0
#              logical name: /dev/sda
#              version: 1
#              size: 32GiB (34GB)
#              capabilities: partitioned partitioned:dos
#              configuration: ansiversion=6 logicalsectorsize=512 sectorsize=4096 signature=ffcebafc
#            *-volume
#                 description: EXT4 volume
#                 vendor: Linux
#                 physical id: 1
#                 bus info: scsi@0:0.1.0,1
#                 logical name: /dev/sda1
#                 logical name: /home/jaybeams
#                 logical name: /etc/resolv.conf
#                 logical name: /etc/hostname
#                 logical name: /etc/hosts
#                 version: 1.0
#                 serial: [REMOVED]
#                 size: 10238MiB
#                 capacity: 31GiB
#                 capabilities: primary bootable journaled extended_attributes large_files huge_files dir_nlink extents ext4 ext2 initialized
#                 configuration: created=2017-02-02 18:44:00 filesystem=ext4 label=cloudimg-rootfs lastmountpoint=/tmp/builder.M3TI modified=2017-02-03 09:31:57 mount.fstype=ext4 mount.options=rw,relatime,data=ordered mounted=2017-02-03 09:30:11 state=mounted
#   *-network
#        description: Ethernet interface
#        physical id: 1
#        logical name: eth0
#        serial: [REMOVED]
#        size: 10Gbit/s
#        capabilities: ethernet physical
#        configuration: autonegotiation=off broadcast=yes driver=veth driverversion=1.0 duplex=full ip=[REMOVED] link=yes multicast=yes port=twisted pair speed=10Gbit/s
# 
# Running testcase map, current load  05:53:51 up 1 min,  0 users,  load average: 0.73, 0.24, 0.09
# 055351.920146 [0x00007fe865bcb740] [    INFO] Configuration for test
# log:
#   logfile-suffix: _%Y%m%d.%N.log
#   logfile-archive-directory: ""
#   minimum-severity: INFO
#   minimum-free-space: 8589934592
#   logfile-basename: ""
#   maximum-size-archived: 137438953472
#   minimum-console-severity: TRACE
#   enable-console-logging: true
#   enable-file-logging: false
# microbenchmark:
#   warmup-iterations: 100
#   iterations: 100000
#   size: 0
#   verbose: true
#   test-case: map
#   reconfigure-thread: true
#   thread:
#     name: ""
#     scheduler: FIFO
#     priority: MAX
#     affinity: ""
#     ignore-setup-errors: true
#   prefix: map,
# array-book:
#   max-size: 8192
# map-book: ~
# fixture:
#   p25: 0
#   p50: 1
#   p75: 6
#   p90: 14
#   p99: 203
#   p999: 2135
#   p100: 20000000
#   max-p999-delta: 200
#   min-qty: -5000
#   max-qty: 5000
# seed: 0
#  (../jb/itch5/bm_order_book.cpp:246)
# 055351.920754 [0x00007fe865bcb740] [    INFO]   default_size=20000 (../jb/itch5/bm_order_book.cpp:247)
# 055351.920770 [0x00007fe865bcb740] [    INFO] Running benchmark for map with SEED=0 (../jb/itch5/bm_order_book.cpp:221)
# map summary min=652us, p25=856us, p50=953us, p75=1060us, p90=1164us, p99=1451us, p99.9=1801us, max=3598us, N=100000
# 602.72user 4.74system 10:07.48elapsed 99%CPU (0avgtext+0avgdata 9128maxresident)k
# 0inputs+2240outputs (0major+2514627minor)pagefaults 0swaps
map,736089
map,1005472
map,914157
map,1060817
map,770665
map,1145111
map,762680
map,868986
map,893897
map,826184
map,1541251
map,1246976
map,1449077
map,961789
map,944093
map,875099
map,917634
map,1096100
map,1111318
map,853245
map,1041275
map,1084107
map,953966
map,1093611
map,922628
map,754807
map,760674
map,1267949
